Time,Latitude,Longitude
2026-06-14 07:35:25.323799,12.972092646605297,77.59411059430339
2026-06-14 07:35:26.324430,12.971525432392873,77.59389497394118
2026-06-14 07:35:27.325118,12.971549010925312,77.59371956814327
2026-06-14 07:35:28.325847,12.972471574863281,77.59454065004732
2026-06-14 07:35:29.326395,12.973232793628465,77.5947738736573
2026-06-14 07:35:30.326933,12.973448218030951,77.59463976726565
2026-06-14 07:35:31.327701,12.972783188495605,77.59393816237521
2026-06-14 07:35:32.328314,12.972151679124165,77.59363057239585
2026-06-14 07:35:33.328840,12.972510929492143,77.59394766151155
2026-06-14 07:35:34.329454,12.972624702345366,77.59361383953137
2026-06-14 07:35:35.330660,12.972501250590808,77.5928010257538
2026-06-14 07:35:36.331370,12.973254553526337,77.59375794790056
2026-06-14 07:35:37.331779,12.973281009593885,77.59346008703284
2026-06-14 07:35:38.332632,12.973275459261757,77.59420547937621
2026-06-14 07:35:39.333327,12.97388387686795,77.59514253577782
2026-06-14 07:35:40.334024,12.974413881527315,77.59560246634712
2026-06-14 07:35:41.336062,12.975198243455946,77.59599373434936
2026-06-14 07:35:42.340257,12.975113099265045,77.596095371678
2026-06-14 07:35:43.353760,12.975300145897517,77.59667639965723
2026-06-14 07:35:44.355390,12.974912998839523,77.5960806491218
2026-06-14 07:35:45.369978,12.975535509599181,77.59554096210229
2026-06-14 07:35:46.383783,12.974965195337207,77.59597220537863
2026-06-14 07:35:47.385447,12.975703690486116,77.59567314352678
2026-06-14 07:35:48.385969,12.975489303323792,77.59533412717124
2026-06-14 07:35:49.387089,12.976070015370507,77.59547461439575
2026-06-14 07:35:50.388028,12.976034698663776,77.59631464701185
2026-06-14 07:35:51.388987,12.975563402930462,77.59610201127572
2026-06-14 07:35:52.390017,12.975443459774178,77.59655007423781
2026-06-14 07:35:53.390898,12.975266379761555,77.59705225229418
2026-06-14 07:35:54.391784,12.975297407650967,77.59606857058051
2026-06-14 07:35:55.392466,12.974580441113485,77.59640188061034
2026-06-14 07:35:56.393245,12.975235893797073,77.59628627071329
2026-06-14 07:35:57.395203,12.976050409109494,77.59546848858089
2026-06-14 07:35:58.397016,12.975526438038255,77.5960568529602
2026-06-14 07:35:59.398353,12.976256187875252,77.59571179449944
2026-06-14 07:36:00.399136,12.976194117297382,77.59670095445134
2026-06-14 07:36:01.400393,12.976492967814774,77.59721196289125
2026-06-14 07:36:02.403352,12.976293003520151,77.5973683774979
2026-06-14 07:36:03.404875,12.977201870906713,77.59826069028891
2026-06-14 07:36:04.405919,12.978162884969796,77.598149469339
2026-06-14 07:36:05.406919,12.978845107927155,77.59838536359376
2026-06-14 07:36:06.408835,12.978292771413926,77.59828813809732
2026-06-14 07:36:07.410400,12.977837396629916,77.59904907551868
2026-06-14 07:36:08.411001,12.976846055703003,77.59823250240859
2026-06-14 07:36:09.411939,12.97733502555639,77.59755157038497
2026-06-14 07:36:10.412782,12.97765478832924,77.59795018690083
2026-06-14 07:36:11.430608,12.976971519912254,77.59735148742068
2026-06-14 07:36:12.432453,12.97754262508133,77.59666695596805
2026-06-14 07:36:13.433541,12.978116430397405,77.59597638775546
2026-06-14 07:36:14.434483,12.977222376790294,77.5960422021003
2026-06-14 07:36:15.435257,12.976407552311954,77.59668099622232
2026-06-14 07:36:16.435773,12.976563537038095,77.59686943036618
2026-06-14 07:36:17.436357,12.976559810959445,77.59642495865768
2026-06-14 07:36:18.437456,12.97636257979052,77.59589380075533
2026-06-14 07:36:19.438467,12.976921876309078,77.59575202418297
2026-06-14 07:36:20.442728,12.976395310412384,77.59556554939202
2026-06-14 07:36:21.445316,12.976880140779365,77.59545098904285
2026-06-14 07:36:22.446576,12.976831715719799,77.59569841290174
2026-06-14 07:36:23.448998,12.976498448082443,77.59536771768974
2026-06-14 07:36:24.449616,12.977276129468365,77.59609966253771
2026-06-14 07:36:25.451649,12.977694619440937,77.5964556206944
2026-06-14 07:36:26.452550,12.977603925157075,77.59663992236672
2026-06-14 07:36:27.453450,12.977558469718218,77.59566382033731
2026-06-14 07:36:28.458734,12.976649070246026,77.59612415067218
2026-06-14 07:36:29.462847,12.977557552992375,77.59610379190477
2026-06-14 07:36:30.465444,12.977820363703588,77.5953385603896
2026-06-14 07:36:31.467095,12.976855265170087,77.59473676287968
2026-06-14 07:36:32.476227,12.976297295002313,77.59549462509686
2026-06-14 07:36:33.483090,12.977147970422362,77.5957831482897
2026-06-14 07:36:34.484298,12.978021174089651,77.59556549429045
2026-06-14 07:36:35.485343,12.9773648115989,77.59603791100342
2026-06-14 07:36:36.486144,12.978144053642689,77.59647145604326
2026-06-14 07:36:37.488068,12.977537327850499,77.5961961305596
2026-06-14 07:36:38.488756,12.977819941699412,77.59632653860245
2026-06-14 07:36:39.495868,12.97755617572924,77.59606946478526
2026-06-14 07:36:40.502612,12.978049619096836,77.59638689161817
2026-06-14 07:36:41.504479,12.97724538584879,77.59635160580639
2026-06-14 07:36:42.505451,12.97703129872469,77.59683498328543
2026-06-14 07:36:43.506550,12.97750601145705,77.59659820477901
2026-06-14 07:36:44.510152,12.97663601775415,77.59636882651907
2026-06-14 07:36:45.523992,12.976652315060528,77.5962425234358
2026-06-14 07:36:46.526202,12.97758901901212,77.5971905584777
2026-06-14 07:36:47.527490,12.978497121224498,77.59641180987657
2026-06-14 07:36:48.531635,12.978078778921887,77.59671063480206
2026-06-14 07:36:49.532941,12.978303489750987,77.59633347154048
2026-06-14 07:36:50.533967,12.977733582073594,77.59714513093178
2026-06-14 07:36:51.534811,12.97715398104115,77.5976653618536
2026-06-14 07:36:52.536151,12.976893437439502,77.59800051534518
2026-06-14 07:36:53.536592,12.976363005681412,77.59799391293456
2026-06-14 07:36:54.537256,12.975474075424343,77.59806741195288
2026-06-14 07:36:55.538456,12.974937083052295,77.59744864574394
2026-06-14 07:36:56.539161,12.97426097306804,77.59739784762348
2026-06-14 07:36:57.540094,12.974425473086415,77.5970137628252
2026-06-14 07:36:58.542167,12.973529586243451,77.59613671154017
2026-06-14 07:36:59.543318,12.97383239196083,77.59581640102795
2026-06-14 07:37:00.544239,12.974204371990252,77.59603292358499
2026-06-14 07:37:01.545776,12.974981376803402,77.59559457109
2026-06-14 07:37:02.547548,12.975016712330449,77.59555736695809
2026-06-14 07:37:03.548698,12.974245253218177,77.59602776006467
2026-06-14 07:37:04.549817,12.97377398601848,77.59532731068556
